#Table1
objid,ra,dec,magnitude,redshift
1237667912743059682,190.953660364594,25.8715755299944,18.16427,0.1048805
1237667441899864178,191.476932450095,26.5018075882017,17.54645,0.0848209
1237667443510477187,191.496596456929,27.6996382008246,22.50421,0.5048413
1237665440979025953,195.106860187594,28.8678073934719,14.97577,0.02257972
1237667444048724118,195.116532620863,27.9559693819117,15.83601,0.02336195
1237667324333064306,190.979651624366,28.3192508484739,16.05611,0.06708906
1237667323797766756,195.061508656113,27.6591184033929,21.69104,0.3798443
1237667324334637189,195.092229985721,28.0470066525567,15.12822,0.02727107
1237667322723566383,193.870942357883,26.9773884035315,22.57879,0.5975534
1237665441515372675,193.882215371567,29.4438170018404,18.32924,0.1637771
1237667443511395030,193.894803138112,27.5266817349097,20.93752,0.4188603
1237665440440910261,191.828933827032,28.6584058897992,20.95452,0.4611082
1237667447270211717,193.802142819164,24.5533394537576,17.98909,0.1574805
1237667444048200000,193.810568704979,27.9355145912293,19.46793,0.2567981
1237667447270212378,193.819919203819,24.7223482610022,21.63513,0.5741735
1237667448880824533,193.825743121976,25.8456998051296,16.70964,0.06869937
1237667443512180744,195.81939269978,27.3355550760005,17.89497,0.03530065
1237667322724286632,195.704496724012,26.8044538805965,18.66699,0.1818846
1237665428090061071,195.704628166943,29.0897616077082,17.11086,0.08304664
1237667444048986134,195.719752178221,27.8665936888584,14.98703,0.02738638
1237667321650610676,195.723584382026,25.8801349860648,22.4154,0.6340679
1237667322724352211,195.729484722806,26.8410977923024,20.2275,0.3191035
1237665440442417323,195.738848732871,28.375600328505,17.87953,0.02951606
1237667444048986629,195.747373064323,27.9180808895133,20.6722,0.4284475
1237667322187415656,195.610762142377,26.3461219490673,17.16407,0.147461
1237667448344805856,195.878403769524,25.3238566986933,22.03197,0.504182
1237667323261223058,195.884608671228,27.1038470514131,17.65665,0.129113
1237665440979288738,195.891470185673,28.8343246960216,21.04446,0.5609916
1237667324334964936,195.898396112873,28.1000556390452,22.79899,0.5144933
1237665442052046969,193.388807710101,29.9079780662948,17.85949,0.06677622
1237665441515241731,193.395094083502,29.5128146037378,22.22567,0.7167229
1237665442052112613,193.407182462974,29.7481761850904,22.59927,0.4877095
1237665440441499748,193.428307208488,28.5376580047441,19.03103,0.1960903
1237667323260305798,193.433672512662,27.3238714312946,22.40133,0.4846072
1237667912208024568,195.556600809696,25.2047082419611,23.047,0.6926976
1237667448881545530,195.586864081812,25.7605290579163,21.44262,0.6369034
1237667322722714144,191.581084656343,27.0344519619006,21.69459,0.4944556
1237667323796390076,191.583396366055,27.9176127588636,18.50705,0.1516511
1237667912206450779,191.6113569159,25.3371620678614,17.21161,0.08454523
1237667442438505254,196.047111033739,26.4925132976186,21.78441,0.5432476
1237667444585988264,196.055586126498,28.1531914810196,17.3505,0.09395878
1237667321648776163,191.123342144588,26.1579367277862,22.03277,0.6736115
1237667442974326814,193.317122537951,27.0944316936434,14.40713,0.02054252
1237667252945289240,193.348921033004,28.8285470363955,22.96566,0.5953381
1237667448343167303,191.740490747441,25.6356356360833,22.31413,0.4534704
1237667322722779629,191.743530603389,27.10467627244,21.22182,0.5374514
1237667448344216074,194.462329288161,25.4100438641147,20.48594,0.4306228
1237667443511656538,194.484286363686,27.5813497711346,16.02599,0.01655244
1237667444048462668,194.496952161892,27.8804063394622,22.08157,0.5460544
1237667253481570416,191.852215333614,29.2073812292887,18.13452,0.02327276
1237667448345067717,196.628242936797,25.1951312519059,18.37534,0.09099782
1237667442438963866,197.180932671184,26.3820088781705,21.69995,0.505998
1237667444048724176,195.178482299746,27.9630831728301,15.46956,0.02809328
1237667444048789553,195.203223874605,27.8238519086989,21.39872,0.4369215
1237667324334702646,195.20332601424,28.1583432170809,14.09412,0.01936991
1237665441514848592,192.390840739152,29.5075990366806,21.31951,0.5639246
1237667253482095218,193.275498621884,29.1072476372333,22.46876,0.5557376
1237667324333916286,193.281310843883,28.2412525680006,17.15047,0.02343924
1237667443511198118,193.300196879997,27.5295718555042,20.65677,0.4122073
1237667444048199901,193.731604009714,28.0668518380876,18.31295,0.02102565
1237667912744174354,193.731678151809,25.5913571852495,21.87282,0.5042206
1237667442974523756,193.767178977876,27.0984098914104,21.14226,0.3971727
